vul_id	cve_id	github_reviewed	name	ecosystem	purl	repo	ranges_introduced	ranges_fixed	ranges_last_affected	versions
GO-2024-3024	CVE-2024-39839	False	github.com/mattermost/mattermost-server	Go	pkg:golang/github.com/mattermost/mattermost-server	SEMVER	9.5.0+incompatible	9.5.7+incompatible	None_last_affected	[]
GO-2024-3024	CVE-2024-39839	False	github.com/mattermost/mattermost-server/v5	Go	pkg:golang/github.com/mattermost/mattermost-server/v5	SEMVER	0	None_fixed	None_last_affected	[]
GO-2024-3024	CVE-2024-39839	False	github.com/mattermost/mattermost-server/v6	Go	pkg:golang/github.com/mattermost/mattermost-server/v6	SEMVER	0	None_fixed	None_last_affected	[]
GO-2024-3024	CVE-2024-39839	False	github.com/mattermost/mattermost/server/v8	Go	pkg:golang/github.com/mattermost/mattermost/server/v8	SEMVER	0	None_fixed	None_last_affected	[]
GHSA-w942-gw6m-p62c	CVE-2020-35380	True	github.com/tidwall/gjson	Go	pkg:golang/github.com/tidwall/gjson	SEMVER	0	1.6.4	None_last_affected	[]
GHSA-52jx-g6m5-h735	CVE-2025-27509	True	github.com/fleetdm/fleet/v4	Go	pkg:golang/github.com/fleetdm/fleet/v4	SEMVER	4.64.0	4.64.2	None_last_affected	[]
GHSA-52jx-g6m5-h735	CVE-2025-27509	True	github.com/fleetdm/fleet/v4	Go	pkg:golang/github.com/fleetdm/fleet/v4	SEMVER	4.63.0	4.63.2	None_last_affected	[]
GHSA-52jx-g6m5-h735	CVE-2025-27509	True	github.com/fleetdm/fleet/v4	Go	pkg:golang/github.com/fleetdm/fleet/v4	SEMVER	4.62.0	4.62.4	None_last_affected	[]
GHSA-52jx-g6m5-h735	CVE-2025-27509	True	github.com/fleetdm/fleet/v4	Go	pkg:golang/github.com/fleetdm/fleet/v4	SEMVER	4.54.0	4.58.1	None_last_affected	[]
GHSA-52jx-g6m5-h735	CVE-2025-27509	True	github.com/fleetdm/fleet/v4	Go	pkg:golang/github.com/fleetdm/fleet/v4	SEMVER	0	4.53.2	None_last_affected	[]
GHSA-m5vv-6r4h-3vj9	CVE-2024-35255	True	github.com/Azure/azure-sdk-for-go/sdk/azidentity	Go	pkg:golang/github.com/Azure/azure-sdk-for-go/sdk/azidentity	SEMVER	0	1.6.0	None_last_affected	[]
GO-2023-1788	CVE-2023-32698	False	github.com/goreleaser/nfpm/v2	Go	pkg:golang/github.com/goreleaser/nfpm/v2	SEMVER	2.0.0	2.29.0	None_last_affected	[]
GHSA-c3h9-896r-86jm	CVE-2021-3121	True	github.com/gogo/protobuf	Go	pkg:golang/github.com/gogo/protobuf	SEMVER	0	1.3.2	None_last_affected	[]
GHSA-ggjr-2f7v-vhq4	CVE-2021-20278	True	github.com/kiali/kiali	Go	pkg:golang/github.com/kiali/kiali	SEMVER	0	1.31.0	None_last_affected	[]
GHSA-4mh8-9689-38vr	CVE-2024-1724	True	github.com/snapcore/snapd	Go	pkg:golang/github.com/snapcore/snapd	SEMVER	0	2.62	None_last_affected	[]
GHSA-qqxw-m5fj-f7gv	CVE-2020-5233	True	github.com/oauth2-proxy/oauth2-proxy	Go	pkg:golang/github.com/oauth2-proxy/oauth2-proxy	SEMVER	0	5.0.0	None_last_affected	[]
GO-2025-3595	CVE-2025-22872	False	golang.org/x/net	Go	pkg:golang/golang.org/x/net	SEMVER	0	0.38.0	None_last_affected	[]
GO-2022-1239	CVE-2022-4799	False	github.com/usememos/memos	Go	pkg:golang/github.com/usememos/memos	SEMVER	0	0.9.1	None_last_affected	[]
GO-2024-3248	CVE-2024-46528	False	github.com/kubesphere/kubesphere	Go	pkg:golang/github.com/kubesphere/kubesphere	SEMVER	0	None_fixed	None_last_affected	[]
GHSA-5rc4-v5mj-g8c4	CVE-2022-32169	True	github.com/bytebase/bytebase	Go	pkg:golang/github.com/bytebase/bytebase	SEMVER	0.1.0	None_fixed	1.0.4	[]
GHSA-5rc4-v5mj-g8c4	CVE-2022-32169	True	github.com/bytebase/bytebase	Go	pkg:golang/github.com/bytebase/bytebase	SEMVER	None_introduced	None_fixed	None_last_affected	[]
GHSA-v829-x6hh-cqfq	CVE-2023-27484	True	github.com/crossplane/crossplane	Go	pkg:golang/github.com/crossplane/crossplane	SEMVER	0	1.9.2	None_last_affected	[]
GHSA-v829-x6hh-cqfq	CVE-2023-27484	True	github.com/crossplane/crossplane	Go	pkg:golang/github.com/crossplane/crossplane	SEMVER	1.10.0	1.10.3	None_last_affected	[]
GHSA-v829-x6hh-cqfq	CVE-2023-27484	True	github.com/crossplane/crossplane	Go	pkg:golang/github.com/crossplane/crossplane	SEMVER	1.11.0	1.11.2	None_last_affected	[]
GHSA-6hrw-x7pr-4mp8	CVE-2024-52812	True	github.com/lf-edge/ekuiper/v2	Go	pkg:golang/github.com/lf-edge/ekuiper/v2	SEMVER	0	2.0.8	None_last_affected	[]
GHSA-6hrw-x7pr-4mp8	CVE-2024-52812	True	github.com/lf-edge/ekuiper	Go	pkg:golang/github.com/lf-edge/ekuiper	SEMVER	0	None_fixed	1.14.7	[]
GHSA-6hrw-x7pr-4mp8	CVE-2024-52812	True	github.com/lf-edge/ekuiper	Go	pkg:golang/github.com/lf-edge/ekuiper	SEMVER	None_introduced	None_fixed	None_last_affected	[]
GHSA-6xjj-v76v-fwpj	CVE-2023-4107	True	github.com/mattermost/mattermost-server/v6	Go	pkg:golang/github.com/mattermost/mattermost-server/v6	SEMVER	0	7.8.8	None_last_affected	[]
GHSA-6xjj-v76v-fwpj	CVE-2023-4107	True	github.com/mattermost/mattermost-server/v6	Go	pkg:golang/github.com/mattermost/mattermost-server/v6	SEMVER	7.9.0	7.9.6	None_last_affected	[]
GHSA-6xjj-v76v-fwpj	CVE-2023-4107	True	github.com/mattermost/mattermost-server/v6	Go	pkg:golang/github.com/mattermost/mattermost-server/v6	SEMVER	7.10.0	7.10.4	None_last_affected	[]
GHSA-3f8r-4qwm-r7jf	CVE-2019-12405	True	github.com/apache/trafficcontrol	Go	pkg:golang/github.com/apache/trafficcontrol	SEMVER	3.0.0	3.0.2-RC1	None_last_affected	[]
GHSA-r3w7-mfpm-c2vw	CVE-2024-2048	True	github.com/hashicorp/vault	Go	pkg:golang/github.com/hashicorp/vault	SEMVER	1.15.0	1.15.5	None_last_affected	[]
GHSA-r3w7-mfpm-c2vw	CVE-2024-2048	True	github.com/hashicorp/vault	Go	pkg:golang/github.com/hashicorp/vault	SEMVER	0	1.14.10	None_last_affected	[]
GO-2024-2459	CVE-2023-49295	False	github.com/quic-go/quic-go	Go	pkg:golang/github.com/quic-go/quic-go	SEMVER	0	0.37.7	None_last_affected	[]
GHSA-8j3f-mhq8-gmh4	CVE-2021-21432	True	github.com/go-vela/server	Go	pkg:golang/github.com/go-vela/server	SEMVER	0.7.0	0.7.5	None_last_affected	[]
GHSA-h8wh-f7gw-fwpr	CVE-2023-5193	True	github.com/mattermost/mattermost/server/v8	Go	pkg:golang/github.com/mattermost/mattermost/server/v8	SEMVER	8.1.0	8.1.1	None_last_affected	['8.1.0']
GHSA-h8wh-f7gw-fwpr	CVE-2023-5193	True	github.com/mattermost/mattermost/server/v8	Go	pkg:golang/github.com/mattermost/mattermost/server/v8	SEMVER	8.0.0	8.0.2	None_last_affected	[]
GHSA-h8wh-f7gw-fwpr	CVE-2023-5193	True	github.com/mattermost/mattermost-server/v6	Go	pkg:golang/github.com/mattermost/mattermost-server/v6	SEMVER	0	7.8.10	None_last_affected	[]
GHSA-9h7x-9pmh-7gg8	CVE-2023-0112	True	github.com/usememos/memos	Go	pkg:golang/github.com/usememos/memos	SEMVER	0	0.10.0	None_last_affected	[]
GO-2023-1730	CVE-2023-29002	False	github.com/cilium/cilium	Go	pkg:golang/github.com/cilium/cilium	SEMVER	1.7.0	1.11.16	None_last_affected	[]
